prediction,ground_truth,diff_ops,error_ngrams
 as def Matal riohenest dhe Mattenatill oin Systemidas,"aus der Natur ziehen, ist die Mathematik ein System, das","[('delete', 0, 1, 0, 0), ('insert', 2, 2, 1, 2), ('replace', 6, 7, 6, 7), ('replace', 8, 9, 8, 9), ('replace', 11, 13, 11, 13), ('replace', 14, 15, 14, 15), ('replace', 16, 17, 16, 17), ('replace', 20, 21, 20, 23), ('replace', 25, 26, 27, 28), ('replace', 31, 32, 33, 34), ('replace', 33, 34, 35, 36), ('replace', 37, 39, 39, 40), ('replace', 40, 41, 41, 42), ('replace', 50, 51, 51, 53)]","[(('au', 'german-dominant'), 1), (('us', 'neutral'), 1), (('er', 'neutral'), 1), (('tu', 'neutral'), 1), (('ur', 'neutral'), 1), (('zi', 'german-dominant'), 1), (('ie', 'german-dominant'), 1), (('eh', 'neutral'), 1), (('at', 'neutral'), 2), (('th', 'english-dominant'), 1), (('he', 'neutral'), 1), (('ti', 'neutral'), 1), (('ik', 'neutral'), 1), (('em', 'neutral'), 1)]"
IEeranttsuttentatenat,- Nutzen zum kommunizieren,"[('replace', 0, 2, 0, 22), ('delete', 4, 12, 24, 24), ('delete', 14, 21, 26, 26)]","[(('ut', 'neutral'), 1), (('tz', 'german-dominant'), 1), (('ze', 'german-dominant'), 1), (('en', 'german-dominant'), 1), (('zu', 'german-dominant'), 1), (('um', 'neutral'), 1), (('ko', 'german-dominant'), 1), (('om', 'neutral'), 1), (('mm', 'neutral'), 1), (('mu', 'neutral'), 1), (('un', 'german-dominant'), 1), (('ni', 'neutral'), 1), (('iz', 'neutral'), 1), (('zi', 'german-dominant'), 1)]"
grim Metolispmal  a,einem Muskelaktionspotenzial,"[('replace', 0, 2, 0, 1), ('insert', 3, 3, 2, 4), ('insert', 6, 6, 7, 10), ('insert', 7, 7, 11, 14), ('insert', 8, 8, 15, 16), ('replace', 9, 11, 17, 18), ('replace', 13, 14, 20, 26), ('delete', 16, 19, 28, 28)]","[(('ei', 'german-dominant'), 1), (('in', 'neutral'), 1), (('ne', 'neutral'), 1), (('us', 'neutral'), 1), (('sk', 'neutral'), 1), (('ke', 'neutral'), 1), (('el', 'neutral'), 1), (('ak', 'neutral'), 1), (('kt', 'german-dominant'), 1), (('io', 'neutral'), 1), (('on', 'neutral'), 1), (('ns', 'neutral'), 1), (('sp', 'neutral'), 1)]"
hheddt,- Wo hilfe holen?,"[('insert', 0, 0, 0, 5), ('insert', 1, 1, 6, 11), ('insert', 2, 2, 12, 14), ('replace', 3, 6, 15, 17)]","[(('hi', 'english-dominant'), 1)]"
 AEustbuy vn turien t,Entstehung von Theorien,"[('delete', 0, 2, 0, 0), ('replace', 3, 4, 1, 3), ('replace', 6, 7, 5, 7), ('replace', 8, 9, 8, 10), ('insert', 11, 11, 12, 13), ('replace', 13, 15, 15, 19), ('delete', 19, 21, 23, 23)]","[(('nt', 'neutral'), 1), (('ts', 'neutral'), 1), (('st', 'neutral'), 1), (('eh', 'neutral'), 1), (('hu', 'neutral'), 1), (('un', 'german-dominant'), 1), (('ng', 'neutral'), 1), (('on', 'neutral'), 1), (('or', 'neutral'), 1), (('ri', 'neutral'), 1), (('ie', 'german-dominant'), 1)]"
Ioh Ghang hessgt TTTHTUDHeealTn,Abbildung (Messung),"[('replace', 0, 7, 0, 7), ('replace', 10, 11, 10, 12), ('insert', 14, 14, 15, 17), ('replace', 15, 31, 18, 19)]","[(('bb', 'neutral'), 1), (('bi', 'neutral'), 1), (('il', 'neutral'), 1), (('ld', 'neutral'), 1), (('du', 'neutral'), 1), (('un', 'german-dominant'), 2), (('ss', 'neutral'), 1), (('su', 'neutral'), 1), (('ng', 'neutral'), 1)]"
"teheren . "" "" ' ' """,Lebewesen.,"[('replace', 0, 1, 0, 1), ('replace', 2, 3, 2, 3), ('replace', 4, 5, 4, 7), ('delete', 7, 8, 9, 9), ('delete', 9, 19, 10, 10)]","[(('eb', 'neutral'), 1), (('be', 'neutral'), 1), (('ew', 'neutral'), 1), (('we', 'neutral'), 1), (('se', 'neutral'), 1), (('en', 'german-dominant'), 1)]"
"and Einstelling never Mitarbester  """,und Einstellung neuer Mitarbeiter,"[('replace', 0, 1, 0, 1), ('replace', 12, 13, 12, 13), ('replace', 18, 19, 18, 19), ('replace', 29, 30, 29, 30), ('delete', 33, 36, 33, 33)]","[(('un', 'german-dominant'), 2), (('lu', 'neutral'), 1), (('eu', 'german-dominant'), 1), (('ue', 'neutral'), 1), (('ei', 'german-dominant'), 1), (('it', 'neutral'), 1)]"
Die Wespe summt can den ApseCbaam .,Die Wespe summt um den Apfelbaum.,"[('replace', 16, 19, 16, 18), ('replace', 26, 27, 25, 26), ('replace', 28, 29, 27, 28), ('replace', 31, 32, 30, 31), ('delete', 33, 34, 32, 32)]","[(('um', 'neutral'), 2), (('fe', 'neutral'), 1), (('el', 'neutral'), 1), (('lb', 'neutral'), 1), (('ba', 'neutral'), 1)]"
Yirpriebothilte t,ein gewisser Konflikt.,"[('replace', 0, 1, 0, 1), ('insert', 2, 2, 2, 11), ('replace', 3, 5, 12, 18), ('replace', 6, 9, 19, 20), ('replace', 10, 17, 21, 22)]","[(('ei', 'german-dominant'), 1), (('in', 'neutral'), 1), (('ge', 'german-dominant'), 1), (('ew', 'neutral'), 1), (('wi', 'neutral'), 1), (('is', 'neutral'), 1), (('ss', 'neutral'), 1), (('se', 'neutral'), 1), (('er', 'neutral'), 1), (('on', 'neutral'), 1), (('nf', 'neutral'), 1), (('fl', 'neutral'), 1)]"
 Joimensionen der Enzelindikatoren siel mitdem f,Dimensionen der Einzelindikatoren sich mit dem,"[('replace', 0, 3, 0, 1), ('insert', 19, 19, 17, 18), ('replace', 37, 39, 36, 38), ('insert', 43, 43, 42, 43), ('delete', 46, 48, 46, 46)]","[(('im', 'neutral'), 1), (('me', 'neutral'), 1), (('nz', 'german-dominant'), 1), (('ch', 'german-dominant'), 1)]"
Mmardater aastrmablen sit harterten ,(1) Umgebauter Motorradhelm mit Magnetspulen,"[('replace', 0, 1, 0, 5), ('insert', 2, 2, 6, 9), ('replace', 3, 6, 10, 11), ('insert', 10, 10, 15, 21), ('insert', 11, 11, 22, 33), ('insert', 12, 12, 34, 38), ('replace', 13, 18, 39, 41), ('delete', 21, 36, 44, 44)]","[(('mg', 'german-dominant'), 1), (('au', 'german-dominant'), 1), (('ut', 'neutral'), 1), (('te', 'neutral'), 1), (('er', 'neutral'), 1), (('ot', 'english-dominant'), 1), (('to', 'english-dominant'), 1), (('ra', 'neutral'), 1), (('ad', 'english-dominant'), 1), (('dh', 'english-dominant'), 1), (('he', 'neutral'), 1), (('el', 'neutral'), 1), (('lm', 'neutral'), 1), (('mi', 'neutral'), 1), (('it', 'neutral'), 1), (('ag', 'neutral'), 1), (('gn', 'neutral'), 1), (('ne', 'neutral'), 1)]"
"vorous , indem sid das Unternelinen , verpflidted , alle in Vertray","voraus, indem sich das Unternehmen verpflichtet, alle im Vertrag","[('replace', 3, 4, 3, 4), ('delete', 6, 7, 6, 6), ('replace', 17, 18, 16, 18), ('replace', 30, 33, 30, 32), ('delete', 35, 37, 34, 34), ('replace', 45, 46, 42, 44), ('replace', 48, 50, 46, 47), ('replace', 58, 59, 55, 56), ('replace', 66, 67, 63, 64)]","[(('ra', 'neutral'), 1), (('au', 'german-dominant'), 1), (('ch', 'german-dominant'), 1), (('eh', 'neutral'), 1), (('hm', 'neutral'), 1), (('me', 'neutral'), 1), (('en', 'german-dominant'), 1), (('ve', 'neutral'), 1), (('er', 'neutral'), 2), (('te', 'neutral'), 1), (('et', 'neutral'), 1), (('al', 'neutral'), 1)]"
I GEtegaeuf te Tnyint  TTTTTTIiII,- Man unterliegt der Schweigepflicht,"[('replace', 0, 1, 0, 1), ('replace', 2, 4, 2, 8), ('insert', 6, 6, 10, 14), ('delete', 7, 20, 15, 15), ('insert', 22, 22, 17, 20), ('replace', 23, 30, 21, 26), ('replace', 31, 33, 27, 36)]","[(('an', 'neutral'), 1), (('un', 'german-dominant'), 1), (('nt', 'neutral'), 1), (('te', 'neutral'), 1), (('er', 'neutral'), 2), (('rl', 'neutral'), 1), (('li', 'neutral'), 2), (('ie', 'german-dominant'), 1), (('eg', 'neutral'), 1), (('gt', 'neutral'), 1), (('de', 'german-dominant'), 1), (('ch', 'german-dominant'), 1), (('hw', 'neutral'), 1), (('we', 'neutral'), 1), (('ei', 'german-dominant'), 1), (('ig', 'neutral'), 1), (('ge', 'german-dominant'), 1), (('ep', 'neutral'), 1), (('pf', 'german-dominant'), 1), (('fl', 'neutral'), 1), (('ic', 'neutral'), 1)]"
ITTTT Eher otuan betenansten bustent I,- hoher Aufwand bei kombinierten Quoten,"[('replace', 0, 5, 0, 1), ('replace', 6, 7, 2, 4), ('replace', 11, 13, 8, 9), ('insert', 14, 14, 10, 12), ('insert', 16, 16, 14, 15), ('replace', 19, 20, 18, 27), ('replace', 21, 25, 28, 29), ('replace', 29, 30, 33, 34), ('replace', 31, 32, 35, 36), ('delete', 35, 38, 39, 39)]","[(('ho', 'english-dominant'), 1), (('oh', 'neutral'), 1), (('he', 'neutral'), 1), (('er', 'neutral'), 1), (('fw', 'neutral'), 1), (('wa', 'neutral'), 1), (('an', 'neutral'), 1), (('nd', 'neutral'), 1), (('ko', 'german-dominant'), 1), (('om', 'neutral'), 1), (('mb', 'neutral'), 1), (('bi', 'neutral'), 1), (('in', 'neutral'), 1), (('rt', 'neutral'), 1), (('te', 'neutral'), 2), (('en', 'german-dominant'), 2), (('uo', 'neutral'), 1), (('ot', 'english-dominant'), 1)]"
 Hoor mardrgiteskind ve feluct n puicat,"davon aus, dass jedes Kind von Geburt an gewisse","[('insert', 0, 0, 0, 5), ('replace', 1, 5, 6, 10), ('replace', 6, 7, 11, 12), ('replace', 8, 9, 13, 18), ('delete', 10, 14, 19, 19), ('replace', 16, 17, 21, 23), ('insert', 22, 22, 28, 32), ('replace', 23, 27, 33, 34), ('replace', 28, 29, 35, 36), ('insert', 31, 31, 38, 39), ('replace', 33, 35, 41, 44), ('replace', 36, 39, 45, 48)]","[(('da', 'neutral'), 2), (('av', 'english-dominant'), 1), (('vo', 'german-dominant'), 2), (('on', 'neutral'), 2), (('au', 'german-dominant'), 1), (('us', 'neutral'), 1), (('as', 'neutral'), 1), (('ss', 'neutral'), 1), (('je', 'german-dominant'), 1), (('in', 'neutral'), 1), (('nd', 'neutral'), 1), (('eb', 'neutral'), 1), (('bu', 'neutral'), 1), (('ur', 'neutral'), 1), (('rt', 'neutral'), 1), (('an', 'neutral'), 1)]"
Jovaseript,JavaScript,"[('replace', 1, 2, 1, 2), ('replace', 4, 6, 4, 6)]","[(('av', 'english-dominant'), 1), (('cr', 'english-dominant'), 1)]"
"lossen .  """,lassen.,"[('replace', 1, 2, 1, 2), ('delete', 6, 7, 6, 6), ('delete', 8, 11, 7, 7)]","[(('la', 'neutral'), 1), (('as', 'neutral'), 1)]"
 tedolyiat saiblie t,- Niederlage ist unausweichlich,"[('insert', 0, 0, 0, 1), ('replace', 1, 2, 2, 4), ('replace', 4, 5, 6, 8), ('replace', 6, 7, 9, 13), ('replace', 8, 9, 14, 15), ('insert', 11, 11, 17, 21), ('replace', 12, 13, 22, 24), ('replace', 14, 15, 25, 27), ('replace', 17, 20, 29, 31)]","[(('ie', 'german-dominant'), 1), (('ed', 'neutral'), 1), (('de', 'german-dominant'), 1), (('er', 'neutral'), 1), (('rl', 'neutral'), 1), (('la', 'neutral'), 1), (('ge', 'german-dominant'), 1), (('is', 'neutral'), 1), (('st', 'neutral'), 1), (('un', 'german-dominant'), 1), (('na', 'neutral'), 1), (('au', 'german-dominant'), 1)]"
I Fhesbelle allecrelvnte Datteniaben F,- Kontrolle aller relevanten Drittvariabeln,"[('replace', 0, 1, 0, 1), ('replace', 2, 8, 2, 8), ('replace', 16, 17, 16, 18), ('insert', 20, 20, 21, 22), ('insert', 21, 21, 23, 24), ('insert', 24, 24, 27, 28), ('replace', 26, 27, 30, 32), ('replace', 29, 31, 34, 37), ('insert', 35, 35, 41, 42), ('delete', 36, 38, 43, 43)]","[(('on', 'neutral'), 1), (('nt', 'neutral'), 1), (('tr', 'neutral'), 1), (('ro', 'neutral'), 1), (('ol', 'neutral'), 1), (('er', 'neutral'), 1), (('el', 'neutral'), 1), (('le', 'neutral'), 1), (('an', 'neutral'), 1), (('te', 'neutral'), 1), (('en', 'german-dominant'), 1), (('ri', 'neutral'), 2), (('va', 'neutral'), 1), (('ar', 'neutral'), 1), (('ia', 'neutral'), 1)]"
IDZZT AMasSWSenetTTDTT,- Anpassung / Vermeidung,"[('replace', 0, 5, 0, 1), ('replace', 7, 8, 3, 5), ('replace', 10, 13, 7, 15), ('insert', 14, 14, 16, 22), ('replace', 15, 22, 23, 24)]","[(('np', 'neutral'), 1), (('pa', 'neutral'), 1), (('ss', 'neutral'), 1), (('su', 'neutral'), 1), (('ng', 'neutral'), 1), (('er', 'neutral'), 1), (('rm', 'neutral'), 1), (('me', 'neutral'), 1), (('ei', 'german-dominant'), 1), (('id', 'neutral'), 1), (('du', 'neutral'), 1), (('un', 'german-dominant'), 1)]"
Aseten at,durchsetzen,"[('replace', 0, 1, 0, 5), ('insert', 4, 4, 8, 9), ('delete', 6, 9, 11, 11)]","[(('du', 'neutral'), 1), (('ch', 'german-dominant'), 1), (('se', 'neutral'), 1), (('et', 'neutral'), 1), (('tz', 'german-dominant'), 1), (('ze', 'german-dominant'), 1)]"
selbotheting,Selbstheilung,"[('replace', 0, 1, 0, 1), ('replace', 4, 5, 4, 5), ('delete', 8, 9, 8, 8), ('insert', 10, 10, 9, 11)]","[(('bs', 'german-dominant'), 1), (('st', 'neutral'), 1), (('ei', 'german-dominant'), 1), (('il', 'neutral'), 1), (('lu', 'neutral'), 1)]"
launtgsettet,aufgesetzt.,"[('delete', 0, 1, 0, 0), ('replace', 3, 5, 2, 3), ('insert', 6, 6, 4, 5), ('insert', 9, 9, 8, 9), ('replace', 10, 12, 10, 11)]","[(('au', 'german-dominant'), 1), (('fg', 'neutral'), 1), (('ge', 'german-dominant'), 1), (('es', 'neutral'), 1), (('se', 'neutral'), 1), (('zt', 'german-dominant'), 1)]"
- Hefinitive Ableloungwd Pablmet,- Definitive Ablehnung und Probleme,"[('replace', 2, 3, 2, 3), ('replace', 17, 19, 17, 19), ('replace', 22, 23, 22, 25), ('replace', 26, 27, 28, 30), ('insert', 29, 29, 32, 33), ('delete', 31, 32, 35, 35)]","[(('eh', 'neutral'), 1), (('hn', 'german-dominant'), 1), (('nu', 'german-dominant'), 1), (('ro', 'neutral'), 1), (('bl', 'neutral'), 1), (('le', 'neutral'), 1)]"
"tilden . Dose Grappen haben die qlichen Tnteressen oder- den fdeichers """,bilden. Diese Gruppen haben die gleichen Interessen oder den gleichen,"[('replace', 0, 1, 0, 1), ('delete', 6, 7, 6, 6), ('replace', 10, 11, 9, 11), ('replace', 16, 17, 16, 17), ('replace', 32, 33, 32, 33), ('insert', 34, 34, 34, 35), ('replace', 40, 41, 41, 42), ('delete', 55, 56, 56, 56), ('replace', 61, 63, 61, 63), ('replace', 68, 72, 68, 69)]","[(('bi', 'neutral'), 1), (('ie', 'german-dominant'), 1), (('es', 'neutral'), 1), (('ru', 'german-dominant'), 1), (('up', 'neutral'), 1), (('gl', 'neutral'), 2), (('le', 'neutral'), 2), (('er', 'neutral'), 1), (('en', 'german-dominant'), 1)]"
Flugolatz in Lngla,- Flugplatz in Lugla,"[('insert', 0, 0, 0, 2), ('replace', 4, 5, 6, 7), ('replace', 14, 15, 16, 17)]","[(('lu', 'neutral'), 1), (('ug', 'neutral'), 1)]"
ITTIIZIIIDITOIDI IeFerhedcheregaet tHHHH,unterschiedlicher Schwierigkeit,"[('replace', 0, 20, 0, 3), ('insert', 22, 22, 5, 7), ('insert', 23, 23, 8, 9), ('insert', 25, 25, 11, 13), ('insert', 29, 29, 17, 23), ('insert', 30, 30, 24, 26), ('replace', 31, 32, 27, 28), ('insert', 33, 33, 29, 30), ('delete', 34, 40, 31, 31)]","[(('un', 'german-dominant'), 1), (('nt', 'neutral'), 1), (('te', 'neutral'), 1), (('er', 'neutral'), 2), (('rs', 'neutral'), 1), (('sc', 'german-dominant'), 1), (('ch', 'german-dominant'), 3), (('hi', 'english-dominant'), 1), (('ie', 'german-dominant'), 2), (('ed', 'neutral'), 1), (('dl', 'neutral'), 1), (('li', 'neutral'), 1), (('ic', 'neutral'), 1), (('he', 'neutral'), 1), (('wi', 'neutral'), 1), (('ri', 'neutral'), 1), (('ei', 'german-dominant'), 1), (('it', 'neutral'), 1)]"
"sath ltter witte disen asthnold , an an estriten , da bott aut ever basmben","Martin Luther nutzte diesen Ausdruck, um zu beschreiben, das Gott auf einer besonderen","[('replace', 0, 1, 0, 1), ('insert', 2, 2, 2, 9), ('delete', 4, 8, 11, 11), ('replace', 11, 13, 14, 16), ('insert', 14, 14, 17, 18), ('insert', 19, 19, 23, 24), ('replace', 23, 24, 28, 30), ('delete', 25, 30, 31, 31), ('replace', 31, 32, 32, 36), ('replace', 34, 36, 38, 40), ('replace', 37, 39, 41, 43), ('insert', 40, 40, 44, 45), ('replace', 42, 43, 47, 49), ('insert', 44, 44, 50, 51), ('replace', 45, 46, 52, 53), ('delete', 48, 49, 55, 55), ('insert', 53, 53, 59, 60), ('replace', 54, 55, 61, 62), ('replace', 61, 62, 68, 69), ('replace', 64, 65, 71, 73), ('replace', 69, 70, 77, 78), ('replace', 71, 73, 79, 84)]","[(('ar', 'neutral'), 1), (('ti', 'neutral'), 1), (('in', 'neutral'), 2), (('he', 'neutral'), 1), (('er', 'neutral'), 1), (('te', 'neutral'), 1), (('ie', 'german-dominant'), 1), (('es', 'neutral'), 2), (('se', 'neutral'), 1), (('en', 'german-dominant'), 2), (('us', 'neutral'), 1), (('sd', 'neutral'), 1), (('dr', 'neutral'), 1), (('uc', 'neutral'), 1), (('ck', 'neutral'), 1), (('um', 'neutral'), 1), (('zu', 'german-dominant'), 1), (('be', 'neutral'), 2), (('ch', 'german-dominant'), 1), (('hr', 'german-dominant'), 1), (('tt', 'neutral'), 1), (('ei', 'german-dominant'), 1), (('ne', 'neutral'), 1)]"
I ETheoriebitaing auch tan Tellourc Datenbespaching TfT,- Theoriebildung auch zum Teil durch Datenbeobachtung,"[('replace', 0, 1, 0, 1), ('delete', 2, 3, 2, 2), ('replace', 12, 15, 11, 14), ('replace', 23, 26, 22, 25), ('insert', 29, 29, 28, 29), ('replace', 30, 32, 30, 32), ('insert', 35, 35, 35, 36), ('replace', 43, 45, 44, 46), ('replace', 48, 49, 49, 51), ('delete', 51, 55, 53, 53)]","[(('ld', 'neutral'), 1), (('du', 'neutral'), 2), (('un', 'german-dominant'), 2), (('ng', 'neutral'), 2), (('zu', 'german-dominant'), 1), (('um', 'neutral'), 1), (('il', 'neutral'), 1), (('ch', 'german-dominant'), 2), (('be', 'neutral'), 1), (('eo', 'english-dominant'), 1), (('ob', 'neutral'), 1), (('ht', 'neutral'), 1)]"
ts tregt dickreig and in aimlare Berche,es bewegt sich weniger und in einem kleineren Bereich.,"[('replace', 0, 1, 0, 1), ('replace', 3, 5, 3, 6), ('replace', 9, 10, 10, 11), ('replace', 12, 14, 13, 16), ('insert', 15, 15, 17, 18), ('insert', 17, 17, 20, 22), ('replace', 18, 19, 23, 24), ('replace', 25, 26, 30, 31), ('insert', 27, 27, 32, 34), ('insert', 28, 28, 35, 37), ('replace', 29, 30, 38, 42), ('insert', 32, 32, 44, 45), ('insert', 36, 36, 49, 51), ('replace', 38, 39, 53, 54)]","[(('es', 'neutral'), 1), (('be', 'neutral'), 1), (('ew', 'neutral'), 1), (('ic', 'neutral'), 1), (('ch', 'german-dominant'), 1), (('en', 'german-dominant'), 1), (('ni', 'neutral'), 1), (('ig', 'neutral'), 1), (('nd', 'neutral'), 1), (('in', 'neutral'), 2), (('le', 'neutral'), 1), (('ei', 'german-dominant'), 1)]"
Winicusit,Nativismus:,"[('replace', 0, 1, 0, 3), ('replace', 2, 3, 4, 5), ('replace', 4, 5, 6, 8), ('replace', 7, 9, 10, 11)]","[(('at', 'neutral'), 1), (('ti', 'neutral'), 1), (('iv', 'neutral'), 1), (('vi', 'neutral'), 1), (('sm', 'neutral'), 1), (('mu', 'neutral'), 1), (('us', 'neutral'), 1)]"
Hd Ridelhasbin t,und Pickelhaube.,"[('replace', 0, 1, 0, 2), ('replace', 3, 4, 4, 5), ('replace', 5, 6, 6, 8), ('replace', 10, 11, 12, 13), ('replace', 12, 16, 14, 16)]","[(('un', 'german-dominant'), 1), (('ic', 'neutral'), 1), (('lh', 'neutral'), 1), (('ha', 'neutral'), 1), (('au', 'german-dominant'), 1), (('ub', 'neutral'), 1), (('be', 'neutral'), 1)]"
- trueie nuttepradelobua seltennd t,man eine Muttersprache haben sollte und,"[('replace', 0, 1, 0, 3), ('delete', 2, 5, 4, 4), ('insert', 7, 7, 6, 7), ('replace', 9, 10, 9, 10), ('insert', 14, 14, 14, 16), ('replace', 17, 18, 19, 21), ('replace', 19, 21, 22, 25), ('replace', 22, 24, 26, 28), ('replace', 26, 27, 30, 32), ('replace', 30, 31, 35, 37), ('delete', 33, 35, 39, 39)]","[(('ma', 'neutral'), 1), (('an', 'neutral'), 1), (('ei', 'german-dominant'), 1), (('ne', 'neutral'), 1), (('er', 'neutral'), 1), (('pr', 'neutral'), 1), (('ra', 'neutral'), 1), (('ac', 'neutral'), 1), (('ch', 'german-dominant'), 1), (('he', 'neutral'), 1), (('ha', 'neutral'), 1), (('be', 'neutral'), 1), (('en', 'german-dominant'), 1), (('so', 'neutral'), 1), (('ol', 'neutral'), 1), (('lt', 'neutral'), 1), (('te', 'neutral'), 1)]"
 Hatenailt biltmebedsandecun t,"Grafen nicht liebt, was besonders an der ersten","[('insert', 0, 0, 0, 6), ('replace', 1, 2, 7, 21), ('insert', 3, 3, 22, 44), ('delete', 6, 30, 47, 47)]","[(('ra', 'neutral'), 1), (('af', 'neutral'), 1), (('ni', 'neutral'), 1), (('ic', 'neutral'), 1), (('ch', 'german-dominant'), 1), (('ht', 'neutral'), 1), (('li', 'neutral'), 1), (('ie', 'german-dominant'), 1), (('eb', 'neutral'), 1), (('bt', 'german-dominant'), 1), (('wa', 'neutral'), 1), (('as', 'neutral'), 1), (('be', 'neutral'), 1), (('es', 'neutral'), 1), (('so', 'neutral'), 1), (('on', 'neutral'), 1), (('nd', 'neutral'), 1), (('de', 'german-dominant'), 1)]"
Digitale Assistenton optimieren den Wochftow .,Digitale Assistenten optimieren den Workflow.,"[('replace', 18, 19, 18, 19), ('replace', 38, 40, 38, 40), ('replace', 41, 42, 41, 42), ('delete', 44, 45, 44, 44)]","[(('te', 'neutral'), 1), (('en', 'german-dominant'), 1), (('or', 'neutral'), 1), (('rk', 'german-dominant'), 1), (('kf', 'neutral'), 1), (('fl', 'neutral'), 1), (('lo', 'english-dominant'), 1)]"
ITGEStme FattighenRahmetge  TTTTtn,- Stimme zeitlichen Rahmen ab,"[('replace', 0, 4, 0, 2), ('insert', 6, 6, 4, 6), ('replace', 9, 11, 9, 12), ('replace', 12, 13, 13, 14), ('replace', 14, 15, 15, 16), ('insert', 18, 18, 19, 20), ('replace', 23, 26, 25, 26), ('replace', 27, 34, 27, 29)]","[(('ti', 'neutral'), 1), (('mm', 'neutral'), 1), (('ze', 'german-dominant'), 1), (('ei', 'german-dominant'), 1), (('it', 'neutral'), 1), (('tl', 'neutral'), 1), (('li', 'neutral'), 1), (('ic', 'neutral'), 1), (('en', 'german-dominant'), 2), (('hm', 'neutral'), 1), (('me', 'neutral'), 1), (('ab', 'neutral'), 1)]"
of Nack den theoretischem Konstrukt jetat wie waetren ?,"Nach den Theoretischen Konstrukt, jetzt wie umsetzen?","[('delete', 0, 3, 0, 0), ('replace', 6, 7, 3, 4), ('replace', 12, 13, 9, 10), ('replace', 24, 25, 21, 22), ('insert', 35, 35, 32, 33), ('replace', 39, 40, 37, 38), ('replace', 46, 48, 44, 47), ('replace', 50, 51, 49, 50), ('delete', 53, 54, 52, 52)]","[(('ac', 'neutral'), 1), (('ch', 'german-dominant'), 1), (('de', 'german-dominant'), 1), (('en', 'german-dominant'), 2), (('eo', 'english-dominant'), 1), (('or', 'neutral'), 1), (('on', 'neutral'), 1), (('je', 'german-dominant'), 1), (('ms', 'neutral'), 1), (('se', 'neutral'), 1), (('et', 'neutral'), 1), (('ze', 'german-dominant'), 1)]"
Aifbari,Aufbau:,"[('replace', 1, 2, 1, 2), ('replace', 5, 7, 5, 7)]","[(('uf', 'german-dominant'), 1), (('au', 'german-dominant'), 1)]"
Hensethey ' saubstor Hoale sMitter eon i,Herrscher setzten liberale Minister ein,"[('replace', 2, 3, 2, 10), ('replace', 6, 7, 13, 15), ('replace', 8, 9, 16, 17), ('replace', 10, 15, 18, 20), ('replace', 16, 19, 21, 22), ('delete', 20, 23, 23, 23), ('delete', 27, 28, 27, 27), ('replace', 30, 31, 29, 32), ('replace', 36, 37, 37, 38), ('delete', 38, 40, 39, 39)]","[(('er', 'neutral'), 3), (('rr', 'neutral'), 1), (('ch', 'german-dominant'), 1), (('he', 'neutral'), 1), (('se', 'neutral'), 1), (('et', 'neutral'), 1), (('tz', 'german-dominant'), 1), (('zt', 'german-dominant'), 1), (('te', 'neutral'), 1), (('en', 'german-dominant'), 1), (('li', 'neutral'), 1), (('ib', 'neutral'), 1), (('be', 'neutral'), 1), (('ra', 'neutral'), 1), (('ni', 'neutral'), 1), (('is', 'neutral'), 1), (('ei', 'german-dominant'), 1), (('in', 'neutral'), 1)]"
Honzentriest beherochte er den Daum,Konzentriert beherschte er den Raum,"[('replace', 0, 1, 0, 1), ('replace', 10, 11, 10, 11), ('replace', 18, 19, 18, 19), ('replace', 31, 32, 31, 32)]","[(('er', 'neutral'), 1), (('rt', 'neutral'), 1), (('rs', 'neutral'), 1), (('sc', 'german-dominant'), 1)]"
L Digibute Halecder oxgasciourend Beitpbant,Digitale Kalender organisieren den Zeitplan.,"[('delete', 0, 2, 0, 0), ('delete', 6, 8, 4, 4), ('delete', 9, 12, 5, 5), ('replace', 15, 16, 8, 14), ('replace', 21, 22, 19, 20), ('insert', 24, 24, 22, 24), ('delete', 25, 26, 25, 25), ('replace', 27, 29, 26, 27), ('insert', 32, 32, 30, 31), ('insert', 33, 33, 32, 34), ('replace', 34, 35, 35, 36), ('replace', 39, 40, 40, 41), ('replace', 42, 43, 43, 44)]","[(('ig', 'neutral'), 1), (('al', 'neutral'), 2), (('le', 'neutral'), 2), (('de', 'german-dominant'), 2), (('er', 'neutral'), 2), (('ga', 'neutral'), 1), (('an', 'neutral'), 2), (('is', 'neutral'), 1), (('si', 'neutral'), 1), (('ie', 'german-dominant'), 1), (('re', 'neutral'), 1), (('en', 'german-dominant'), 2), (('tp', 'neutral'), 1), (('pl', 'english-dominant'), 1)]"
