prediction,ground_truth,diff_ops,error_ngrams
- Hefinitive Ableloungwd Pablmet,- Definitive Ablehnung und Probleme,"[('replace', 2, 3, 2, 3), ('replace', 17, 19, 17, 19), ('replace', 22, 23, 22, 25), ('replace', 26, 27, 28, 30), ('insert', 29, 29, 32, 33), ('delete', 31, 32, 35, 35)]","[(('leh', 'neutral'), 1), (('ehn', 'german-dominant'), 1), (('hnu', 'german-dominant'), 1), (('nun', 'german-dominant'), 1), (('rob', 'neutral'), 1), (('obl', 'neutral'), 1), (('ble', 'neutral'), 1), (('lem', 'neutral'), 1)]"
"tilden . Dose Grappen haben die qlichen Tnteressen oder- den fdeichers """,bilden. Diese Gruppen haben die gleichen Interessen oder den gleichen,"[('replace', 0, 1, 0, 1), ('delete', 6, 7, 6, 6), ('replace', 10, 11, 9, 11), ('replace', 16, 17, 16, 17), ('replace', 32, 33, 32, 33), ('insert', 34, 34, 34, 35), ('replace', 40, 41, 41, 42), ('delete', 55, 56, 56, 56), ('replace', 61, 63, 61, 63), ('replace', 68, 72, 68, 69)]","[(('bil', 'german-dominant'), 1), (('ies', 'neutral'), 1), (('ese', 'neutral'), 1), (('rup', 'german-dominant'), 1), (('upp', 'neutral'), 1), (('gle', 'neutral'), 3), (('lei', 'german-dominant'), 2), (('der', 'german-dominant'), 1), (('hen', 'neutral'), 1)]"
Flugolatz in Lngla,- Flugplatz in Lugla,"[('insert', 0, 0, 0, 2), ('replace', 4, 5, 6, 7), ('replace', 14, 15, 16, 17)]","[(('lug', 'neutral'), 1), (('ugp', 'neutral'), 1)]"
ITTIIZIIIDITOIDI IeFerhedcheregaet tHHHH,unterschiedlicher Schwierigkeit,"[('replace', 0, 20, 0, 3), ('insert', 22, 22, 5, 7), ('insert', 23, 23, 8, 9), ('insert', 25, 25, 11, 13), ('insert', 29, 29, 17, 23), ('insert', 30, 30, 24, 26), ('replace', 31, 32, 27, 28), ('insert', 33, 33, 29, 30), ('delete', 34, 40, 31, 31)]","[(('unt', 'neutral'), 1), (('nte', 'german-dominant'), 1), (('ter', 'neutral'), 1), (('ers', 'neutral'), 1), (('rsc', 'german-dominant'), 1), (('sch', 'german-dominant'), 1), (('chi', 'neutral'), 1), (('hie', 'german-dominant'), 1), (('ied', 'neutral'), 1), (('edl', 'neutral'), 1), (('dli', 'neutral'), 1), (('lic', 'german-dominant'), 1), (('ich', 'german-dominant'), 1), (('che', 'german-dominant'), 1), (('her', 'neutral'), 1), (('chw', 'german-dominant'), 1), (('hwi', 'german-dominant'), 1), (('wie', 'german-dominant'), 2), (('ier', 'german-dominant'), 1), (('eri', 'neutral'), 1), (('rig', 'neutral'), 1), (('kei', 'german-dominant'), 1), (('eit', 'german-dominant'), 2)]"
"sath ltter witte disen asthnold , an an estriten , da bott aut ever basmben","Martin Luther nutzte diesen Ausdruck, um zu beschreiben, das Gott auf einer besonderen","[('replace', 0, 1, 0, 1), ('insert', 2, 2, 2, 9), ('delete', 4, 8, 11, 11), ('replace', 11, 13, 14, 16), ('insert', 14, 14, 17, 18), ('insert', 19, 19, 23, 24), ('replace', 23, 24, 28, 30), ('delete', 25, 30, 31, 31), ('replace', 31, 32, 32, 36), ('replace', 34, 36, 38, 40), ('replace', 37, 39, 41, 43), ('insert', 40, 40, 44, 45), ('replace', 42, 43, 47, 49), ('insert', 44, 44, 50, 51), ('replace', 45, 46, 52, 53), ('delete', 48, 49, 55, 55), ('insert', 53, 53, 59, 60), ('replace', 54, 55, 61, 62), ('replace', 61, 62, 68, 69), ('replace', 64, 65, 71, 73), ('replace', 69, 70, 77, 78), ('replace', 71, 73, 79, 84)]","[(('art', 'neutral'), 1), (('rti', 'neutral'), 1), (('tin', 'neutral'), 1), (('the', 'english-dominant'), 1), (('her', 'neutral'), 1), (('zte', 'german-dominant'), 1), (('die', 'german-dominant'), 1), (('ies', 'neutral'), 1), (('ese', 'neutral'), 2), (('sen', 'german-dominant'), 1), (('usd', 'german-dominant'), 2), (('sdr', 'neutral'), 1), (('dru', 'neutral'), 1), (('ruc', 'neutral'), 1), (('uck', 'neutral'), 1), (('bes', 'german-dominant'), 1), (('esc', 'neutral'), 1), (('sch', 'german-dominant'), 1), (('chr', 'german-dominant'), 1), (('hre', 'german-dominant'), 1), (('ibe', 'neutral'), 1), (('ben', 'german-dominant'), 2), (('ott', 'neutral'), 1), (('ein', 'german-dominant'), 1), (('ine', 'german-dominant'), 1), (('ner', 'german-dominant'), 1)]"
I ETheoriebitaing auch tan Tellourc Datenbespaching TfT,- Theoriebildung auch zum Teil durch Datenbeobachtung,"[('replace', 0, 1, 0, 1), ('delete', 2, 3, 2, 2), ('replace', 12, 15, 11, 14), ('replace', 23, 26, 22, 25), ('insert', 29, 29, 28, 29), ('replace', 30, 32, 30, 32), ('insert', 35, 35, 35, 36), ('replace', 43, 45, 44, 46), ('replace', 48, 49, 49, 51), ('delete', 51, 55, 53, 53)]","[(('ild', 'neutral'), 1), (('ldu', 'german-dominant'), 1), (('dun', 'german-dominant'), 1), (('ung', 'german-dominant'), 2), (('zum', 'german-dominant'), 1), (('eil', 'german-dominant'), 1), (('dur', 'german-dominant'), 1), (('rch', 'german-dominant'), 1), (('nbe', 'german-dominant'), 1), (('beo', 'neutral'), 1), (('eob', 'german-dominant'), 1), (('oba', 'neutral'), 1), (('ach', 'german-dominant'), 1), (('cht', 'german-dominant'), 1), (('htu', 'german-dominant'), 1), (('tun', 'german-dominant'), 1)]"
ts tregt dickreig and in aimlare Berche,es bewegt sich weniger und in einem kleineren Bereich.,"[('replace', 0, 1, 0, 1), ('replace', 3, 5, 3, 6), ('replace', 9, 10, 10, 11), ('replace', 12, 14, 13, 16), ('insert', 15, 15, 17, 18), ('insert', 17, 17, 20, 22), ('replace', 18, 19, 23, 24), ('replace', 25, 26, 30, 31), ('insert', 27, 27, 32, 34), ('insert', 28, 28, 35, 37), ('replace', 29, 30, 38, 42), ('insert', 32, 32, 44, 45), ('insert', 36, 36, 49, 51), ('replace', 38, 39, 53, 54)]","[(('bew', 'german-dominant'), 1), (('ewe', 'neutral'), 1), (('sic', 'german-dominant'), 1), (('ich', 'german-dominant'), 1), (('wen', 'german-dominant'), 1), (('eni', 'german-dominant'), 2), (('nig', 'neutral'), 1), (('ige', 'german-dominant'), 1), (('und', 'german-dominant'), 1), (('ein', 'german-dominant'), 2), (('ine', 'german-dominant'), 1), (('kle', 'german-dominant'), 1), (('lei', 'german-dominant'), 1)]"
Winicusit,Nativismus:,"[('replace', 0, 1, 0, 3), ('replace', 2, 3, 4, 5), ('replace', 4, 5, 6, 8), ('replace', 7, 9, 10, 11)]","[(('ati', 'neutral'), 1), (('tiv', 'neutral'), 2), (('ivi', 'neutral'), 1), (('vis', 'neutral'), 1), (('ism', 'neutral'), 1), (('smu', 'neutral'), 1), (('mus', 'neutral'), 1)]"
Hd Ridelhasbin t,und Pickelhaube.,"[('replace', 0, 1, 0, 2), ('replace', 3, 4, 4, 5), ('replace', 5, 6, 6, 8), ('replace', 10, 11, 12, 13), ('replace', 12, 16, 14, 16)]","[(('und', 'german-dominant'), 1), (('ick', 'neutral'), 1), (('elh', 'neutral'), 1), (('lha', 'neutral'), 1), (('hau', 'german-dominant'), 2), (('aub', 'german-dominant'), 1), (('ube', 'german-dominant'), 1)]"
- trueie nuttepradelobua seltennd t,man eine Muttersprache haben sollte und,"[('replace', 0, 1, 0, 3), ('delete', 2, 5, 4, 4), ('insert', 7, 7, 6, 7), ('replace', 9, 10, 9, 10), ('insert', 14, 14, 14, 16), ('replace', 17, 18, 19, 21), ('replace', 19, 21, 22, 25), ('replace', 22, 24, 26, 28), ('replace', 26, 27, 30, 32), ('replace', 30, 31, 35, 37), ('delete', 33, 35, 39, 39)]","[(('man', 'neutral'), 2), (('ein', 'german-dominant'), 1), (('ine', 'german-dominant'), 1), (('ter', 'neutral'), 1), (('ers', 'neutral'), 1), (('spr', 'german-dominant'), 1), (('pra', 'german-dominant'), 1), (('rac', 'neutral'), 2), (('ach', 'german-dominant'), 1), (('che', 'german-dominant'), 1), (('hab', 'german-dominant'), 1), (('abe', 'german-dominant'), 1), (('ben', 'german-dominant'), 1), (('sol', 'neutral'), 1), (('oll', 'neutral'), 1), (('llt', 'neutral'), 1), (('lte', 'german-dominant'), 1)]"
 Hatenailt biltmebedsandecun t,"Grafen nicht liebt, was besonders an der ersten","[('insert', 0, 0, 0, 6), ('replace', 1, 2, 7, 21), ('insert', 3, 3, 22, 44), ('delete', 6, 30, 47, 47)]","[(('raf', 'neutral'), 2), (('afe', 'neutral'), 1), (('nic', 'german-dominant'), 1), (('ich', 'german-dominant'), 1), (('cht', 'german-dominant'), 1), (('lie', 'neutral'), 1), (('ieb', 'german-dominant'), 1), (('ebt', 'german-dominant'), 1), (('was', 'english-dominant'), 1), (('bes', 'german-dominant'), 1), (('eso', 'neutral'), 1), (('son', 'neutral'), 1), (('ond', 'neutral'), 1), (('nde', 'german-dominant'), 1), (('der', 'german-dominant'), 1)]"
Digitale Assistenton optimieren den Wochftow .,Digitale Assistenten optimieren den Workflow.,"[('replace', 18, 19, 18, 19), ('replace', 38, 40, 38, 40), ('replace', 41, 42, 41, 42), ('delete', 44, 45, 44, 44)]","[(('nte', 'german-dominant'), 1), (('ten', 'german-dominant'), 1), (('ork', 'english-dominant'), 1), (('rkf', 'neutral'), 1), (('kfl', 'neutral'), 2), (('flo', 'neutral'), 1), (('low', 'english-dominant'), 1)]"
ITGEStme FattighenRahmetge  TTTTtn,- Stimme zeitlichen Rahmen ab,"[('replace', 0, 4, 0, 2), ('insert', 6, 6, 4, 6), ('replace', 9, 11, 9, 12), ('replace', 12, 13, 13, 14), ('replace', 14, 15, 15, 16), ('insert', 18, 18, 19, 20), ('replace', 23, 26, 25, 26), ('replace', 27, 34, 27, 29)]","[(('tim', 'neutral'), 1), (('imm', 'german-dominant'), 1), (('mme', 'german-dominant'), 1), (('zei', 'german-dominant'), 1), (('eit', 'german-dominant'), 2), (('itl', 'neutral'), 1), (('tli', 'german-dominant'), 2), (('lic', 'german-dominant'), 1), (('ich', 'german-dominant'), 1), (('hen', 'neutral'), 1), (('ahm', 'german-dominant'), 1), (('hme', 'german-dominant'), 1), (('men', 'neutral'), 1)]"
of Nack den theoretischem Konstrukt jetat wie waetren ?,"Nach den Theoretischen Konstrukt, jetzt wie umsetzen?","[('delete', 0, 3, 0, 0), ('replace', 6, 7, 3, 4), ('replace', 12, 13, 9, 10), ('replace', 24, 25, 21, 22), ('insert', 35, 35, 32, 33), ('replace', 39, 40, 37, 38), ('replace', 46, 48, 44, 47), ('replace', 50, 51, 49, 50), ('delete', 53, 54, 52, 52)]","[(('ach', 'german-dominant'), 1), (('den', 'german-dominant'), 1), (('heo', 'neutral'), 1), (('eor', 'neutral'), 1), (('ore', 'english-dominant'), 1), (('ons', 'neutral'), 1), (('jet', 'neutral'), 1), (('ums', 'german-dominant'), 1), (('mse', 'english-dominant'), 1), (('set', 'neutral'), 1), (('etz', 'german-dominant'), 1), (('tze', 'german-dominant'), 1), (('zen', 'german-dominant'), 1)]"
Aifbari,Aufbau:,"[('replace', 1, 2, 1, 2), ('replace', 5, 7, 5, 7)]","[(('ufb', 'german-dominant'), 1), (('bau', 'german-dominant'), 1)]"
Hensethey ' saubstor Hoale sMitter eon i,Herrscher setzten liberale Minister ein,"[('replace', 2, 3, 2, 10), ('replace', 6, 7, 13, 15), ('replace', 8, 9, 16, 17), ('replace', 10, 15, 18, 20), ('replace', 16, 19, 21, 22), ('delete', 20, 23, 23, 23), ('delete', 27, 28, 27, 27), ('replace', 30, 31, 29, 32), ('replace', 36, 37, 37, 38), ('delete', 38, 40, 39, 39)]","[(('err', 'neutral'), 1), (('rrs', 'german-dominant'), 1), (('sch', 'german-dominant'), 1), (('che', 'german-dominant'), 1), (('her', 'neutral'), 2), (('set', 'neutral'), 1), (('etz', 'german-dominant'), 1), (('tzt', 'german-dominant'), 1), (('zte', 'german-dominant'), 1), (('ten', 'german-dominant'), 2), (('lib', 'neutral'), 2), (('ibe', 'neutral'), 1), (('ber', 'german-dominant'), 1), (('era', 'neutral'), 1), (('ral', 'neutral'), 1), (('ini', 'neutral'), 1), (('nis', 'neutral'), 1), (('ist', 'neutral'), 1), (('ein', 'german-dominant'), 2)]"
Honzentriest beherochte er den Daum,Konzentriert beherschte er den Raum,"[('replace', 0, 1, 0, 1), ('replace', 10, 11, 10, 11), ('replace', 18, 19, 18, 19), ('replace', 31, 32, 31, 32)]","[(('ier', 'german-dominant'), 1), (('ert', 'neutral'), 1), (('ers', 'neutral'), 1), (('rsc', 'german-dominant'), 1), (('sch', 'german-dominant'), 1)]"
L Digibute Halecder oxgasciourend Beitpbant,Digitale Kalender organisieren den Zeitplan.,"[('delete', 0, 2, 0, 0), ('delete', 6, 8, 4, 4), ('delete', 9, 12, 5, 5), ('replace', 15, 16, 8, 14), ('replace', 21, 22, 19, 20), ('insert', 24, 24, 22, 24), ('delete', 25, 26, 25, 25), ('replace', 27, 29, 26, 27), ('insert', 32, 32, 30, 31), ('insert', 33, 33, 32, 34), ('replace', 34, 35, 35, 36), ('replace', 39, 40, 40, 41), ('replace', 42, 43, 43, 44)]","[(('igi', 'neutral'), 1), (('tal', 'neutral'), 1), (('ale', 'neutral'), 2), (('len', 'german-dominant'), 1), (('nde', 'german-dominant'), 1), (('der', 'german-dominant'), 1), (('rga', 'german-dominant'), 1), (('gan', 'neutral'), 1), (('ani', 'neutral'), 1), (('nis', 'neutral'), 1), (('isi', 'neutral'), 2), (('sie', 'german-dominant'), 1), (('ier', 'german-dominant'), 2), (('ere', 'neutral'), 1), (('ren', 'german-dominant'), 1), (('den', 'german-dominant'), 2), (('itp', 'german-dominant'), 1), (('tpl', 'neutral'), 1), (('pla', 'english-dominant'), 1), (('lan', 'neutral'), 1)]"
"-Jesph fister , atdeder des Eister-Effelts , 1950 weiden S.64","- Joseph Eisler, entdecker des Eisler-Effekts, 1950 verschollen S.64","[('insert', 1, 1, 1, 2), ('insert', 2, 2, 3, 5), ('delete', 3, 4, 6, 6), ('replace', 7, 8, 9, 10), ('replace', 10, 11, 12, 13), ('delete', 13, 14, 15, 15), ('replace', 16, 17, 17, 19), ('replace', 20, 21, 22, 24), ('replace', 31, 32, 34, 35), ('replace', 39, 40, 42, 43), ('delete', 42, 43, 45, 45), ('replace', 50, 51, 52, 53), ('replace', 52, 54, 54, 61)]","[(('ose', 'english-dominant'), 1), (('eph', 'neutral'), 1), (('isl', 'english-dominant'), 1), (('sle', 'neutral'), 1), (('ler', 'german-dominant'), 1), (('ntd', 'neutral'), 1), (('tde', 'german-dominant'), 1), (('dec', 'neutral'), 1), (('ffe', 'neutral'), 1), (('fek', 'german-dominant'), 1), (('ekt', 'german-dominant'), 1), (('kts', 'german-dominant'), 1), (('ver', 'neutral'), 1), (('ers', 'neutral'), 1)]"
Diunch diese Souran. But der Wey der radivativon Strahling sightbar .,Durch diese Spuren ist der Weg der radioaktiven Strahlung sichtbar.,"[('delete', 1, 2, 1, 1), ('replace', 3, 4, 2, 3), ('replace', 14, 15, 13, 14), ('replace', 17, 18, 16, 17), ('delete', 19, 20, 18, 18), ('replace', 21, 23, 19, 21), ('replace', 31, 32, 29, 30), ('replace', 41, 42, 39, 40), ('insert', 43, 43, 41, 42), ('replace', 46, 47, 45, 46), ('replace', 55, 56, 54, 55), ('replace', 61, 62, 60, 61), ('delete', 67, 68, 66, 66)]","[(('urc', 'german-dominant'), 2), (('rch', 'german-dominant'), 1), (('pur', 'english-dominant'), 1), (('ure', 'neutral'), 1), (('ren', 'german-dominant'), 1), (('ist', 'neutral'), 2), (('der', 'german-dominant'), 1), (('oak', 'neutral'), 1), (('akt', 'german-dominant'), 1), (('kti', 'german-dominant'), 2), (('tiv', 'neutral'), 1), (('ven', 'english-dominant'), 1), (('lun', 'german-dominant'), 1), (('ung', 'german-dominant'), 1), (('ich', 'german-dominant'), 1), (('cht', 'german-dominant'), 1), (('htb', 'neutral'), 1)]"
If In aier Kanittel stalen trai berie Haptrerplatton and as kirch,1.) In einer Kartoffel stecken zwei kleine Kupferplatten und es wird,"[('replace', 0, 2, 0, 3), ('replace', 6, 7, 7, 8), ('insert', 8, 8, 9, 10), ('replace', 13, 15, 15, 16), ('replace', 16, 17, 17, 20), ('replace', 22, 24, 25, 28), ('replace', 27, 30, 31, 34), ('replace', 32, 33, 36, 38), ('delete', 34, 35, 39, 39), ('insert', 36, 36, 40, 41), ('replace', 38, 40, 43, 45), ('replace', 41, 43, 46, 47), ('replace', 50, 51, 54, 55), ('replace', 53, 54, 57, 58), ('replace', 57, 58, 61, 62), ('replace', 60, 61, 64, 65), ('replace', 63, 65, 67, 68)]","[(('ein', 'german-dominant'), 2), (('art', 'neutral'), 2), (('rto', 'english-dominant'), 1), (('tof', 'english-dominant'), 1), (('ste', 'neutral'), 1), (('eck', 'german-dominant'), 1), (('cke', 'neutral'), 1), (('ken', 'neutral'), 1), (('zwe', 'german-dominant'), 1), (('wei', 'german-dominant'), 2), (('kle', 'german-dominant'), 1), (('lei', 'german-dominant'), 1), (('ine', 'german-dominant'), 2), (('rpl', 'neutral'), 1), (('pla', 'english-dominant'), 1), (('lat', 'neutral'), 1), (('att', 'english-dominant'), 1), (('tte', 'neutral'), 1), (('ten', 'german-dominant'), 1), (('und', 'german-dominant'), 1), (('wir', 'german-dominant'), 1)]"
Ftasmi Htil  t,Staatschulden : Metrisch,"[('replace', 0, 1, 0, 1), ('insert', 3, 3, 3, 5), ('replace', 4, 5, 6, 20), ('replace', 6, 14, 21, 24)]","[(('taa', 'german-dominant'), 1), (('aat', 'german-dominant'), 2), (('ats', 'neutral'), 1), (('tsc', 'german-dominant'), 2), (('sch', 'german-dominant'), 1), (('chu', 'german-dominant'), 1), (('hul', 'german-dominant'), 1), (('uld', 'english-dominant'), 1), (('lde', 'neutral'), 1), (('den', 'german-dominant'), 1)]"
KI varbessert die Effixiens son Prodidutionatirion .,KI verbessert die Effizienz von Produktionslinien.,"[('replace', 4, 5, 4, 5), ('replace', 22, 23, 22, 23), ('replace', 26, 27, 26, 27), ('replace', 28, 29, 28, 29), ('delete', 36, 38, 36, 36), ('insert', 39, 39, 37, 38), ('replace', 43, 45, 42, 44), ('replace', 46, 47, 45, 46), ('replace', 48, 49, 47, 48), ('delete', 50, 51, 49, 49)]","[(('ver', 'neutral'), 1), (('erb', 'german-dominant'), 1), (('fiz', 'german-dominant'), 1), (('izi', 'german-dominant'), 1), (('zie', 'german-dominant'), 1), (('enz', 'german-dominant'), 1), (('von', 'german-dominant'), 1), (('odu', 'neutral'), 1), (('duk', 'german-dominant'), 1), (('ukt', 'german-dominant'), 1), (('kti', 'german-dominant'), 2), (('tio', 'neutral'), 1), (('nsl', 'neutral'), 1), (('sli', 'neutral'), 1), (('lin', 'neutral'), 1), (('ini', 'neutral'), 2), (('nie', 'german-dominant'), 1), (('ien', 'neutral'), 2)]"
I TIEtersede uishen MenGrippeaersteen Durcht TT,- Unterschiede zwischen den Gruppen entstehen durch:,"[('replace', 0, 1, 0, 1), ('replace', 2, 5, 2, 4), ('insert', 9, 9, 8, 11), ('replace', 13, 14, 15, 17), ('insert', 16, 16, 19, 20), ('replace', 20, 21, 24, 25), ('insert', 23, 23, 27, 28), ('replace', 25, 26, 30, 31), ('replace', 29, 30, 34, 36), ('replace', 31, 32, 37, 39), ('insert', 35, 35, 42, 43), ('replace', 38, 39, 46, 47), ('replace', 43, 47, 51, 52)]","[(('nte', 'german-dominant'), 1), (('ter', 'neutral'), 1), (('sch', 'german-dominant'), 2), (('chi', 'neutral'), 1), (('ede', 'neutral'), 1), (('zwi', 'german-dominant'), 1), (('che', 'german-dominant'), 1), (('hen', 'neutral'), 2), (('den', 'german-dominant'), 1), (('rup', 'german-dominant'), 2), (('upp', 'neutral'), 1), (('ppe', 'neutral'), 1), (('ent', 'neutral'), 1), (('nts', 'neutral'), 1), (('tst', 'neutral'), 1), (('ehe', 'neutral'), 1), (('dur', 'german-dominant'), 1)]"
 talomatesteilt in bdert and Ojettinat,also unterteilt in Wort und Objekt. Diese,"[('delete', 0, 2, 0, 0), ('insert', 4, 4, 2, 3), ('replace', 5, 7, 4, 7), ('replace', 9, 10, 9, 10), ('replace', 19, 22, 19, 21), ('replace', 25, 26, 24, 25), ('insert', 30, 30, 29, 30), ('insert', 32, 32, 32, 33), ('replace', 33, 34, 34, 37), ('replace', 35, 38, 38, 41)]","[(('als', 'neutral'), 1), (('lso', 'neutral'), 1), (('unt', 'neutral'), 1), (('nte', 'german-dominant'), 1), (('ter', 'neutral'), 1), (('ert', 'neutral'), 1), (('rte', 'german-dominant'), 1), (('ort', 'neutral'), 1), (('und', 'german-dominant'), 1), (('bje', 'neutral'), 1), (('jek', 'german-dominant'), 1), (('ekt', 'german-dominant'), 2), (('ies', 'neutral'), 1)]"
I Hgehdfed taebye adbEDeTT,Prozess schlafen gelegt wird (blockieren),"[('replace', 0, 1, 0, 7), ('replace', 2, 3, 8, 17), ('replace', 5, 8, 19, 20), ('insert', 9, 9, 21, 27), ('replace', 11, 13, 29, 36), ('replace', 14, 16, 37, 38), ('replace', 17, 26, 39, 41)]","[(('roz', 'german-dominant'), 1), (('oze', 'german-dominant'), 1), (('zes', 'german-dominant'), 1), (('ess', 'neutral'), 1), (('sch', 'german-dominant'), 1), (('chl', 'german-dominant'), 1), (('hla', 'german-dominant'), 1), (('laf', 'neutral'), 1), (('afe', 'neutral'), 2), (('fen', 'german-dominant'), 1), (('gel', 'german-dominant'), 1), (('ele', 'neutral'), 1), (('leg', 'neutral'), 1), (('egt', 'german-dominant'), 1), (('wir', 'german-dominant'), 1), (('ird', 'german-dominant'), 1)]"
Bildang won Vererampstructuren nad vershiedeen Geschspunien . A ,- Bildung von Vererbungsstrukturen nach verschiedenen Gesichtspunkten,"[('insert', 0, 0, 0, 2), ('replace', 4, 5, 6, 7), ('replace', 8, 9, 10, 11), ('replace', 17, 20, 19, 24), ('replace', 24, 25, 28, 29), ('replace', 33, 34, 37, 39), ('insert', 39, 39, 44, 45), ('insert', 44, 44, 50, 51), ('insert', 50, 50, 57, 58), ('insert', 52, 52, 60, 61), ('replace', 56, 57, 65, 67), ('delete', 59, 64, 69, 69)]","[(('ild', 'neutral'), 1), (('ldu', 'german-dominant'), 1), (('ung', 'german-dominant'), 1), (('ere', 'neutral'), 1), (('rer', 'german-dominant'), 1), (('erb', 'german-dominant'), 1), (('rbu', 'neutral'), 1), (('bun', 'german-dominant'), 1), (('gss', 'german-dominant'), 1), (('sst', 'neutral'), 1), (('str', 'neutral'), 1), (('ren', 'german-dominant'), 1), (('rsc', 'german-dominant'), 1), (('sch', 'german-dominant'), 1), (('den', 'german-dominant'), 1), (('ene', 'neutral'), 1), (('nen', 'german-dominant'), 1), (('esi', 'neutral'), 1), (('sic', 'german-dominant'), 1), (('ich', 'german-dominant'), 1), (('cht', 'german-dominant'), 1), (('hts', 'german-dominant'), 1), (('tsp', 'neutral'), 1), (('spu', 'neutral'), 1), (('pun', 'german-dominant'), 1), (('unk', 'german-dominant'), 1)]"
schaffichen Motelen die Gosellshaff anadlesieren tann and sonit ah de,schaftlichen Modellen die Gesellschaft analysieren kann und somit auch die,"[('replace', 5, 6, 5, 7), ('replace', 14, 15, 15, 16), ('insert', 16, 16, 17, 18), ('replace', 25, 26, 27, 28), ('insert', 31, 31, 33, 34), ('replace', 34, 35, 37, 38), ('delete', 39, 40, 42, 42), ('replace', 41, 42, 43, 44), ('replace', 49, 50, 51, 52), ('replace', 54, 55, 56, 57), ('replace', 60, 61, 62, 63), ('insert', 65, 65, 67, 69), ('insert', 68, 68, 72, 73)]","[(('aft', 'german-dominant'), 1), (('ftl', 'german-dominant'), 1), (('tli', 'german-dominant'), 1), (('ode', 'neutral'), 2), (('del', 'neutral'), 1), (('ell', 'neutral'), 1), (('lls', 'neutral'), 1), (('sch', 'german-dominant'), 1), (('cha', 'neutral'), 1), (('haf', 'german-dominant'), 1), (('ana', 'neutral'), 2), (('nal', 'neutral'), 1), (('aly', 'neutral'), 1), (('ren', 'german-dominant'), 1), (('ann', 'neutral'), 1), (('som', 'english-dominant'), 1), (('auc', 'german-dominant'), 1), (('uch', 'neutral'), 1)]"
hoeheoaron,Objektdiagramm,"[('replace', 0, 2, 0, 3), ('replace', 3, 6, 4, 8), ('insert', 7, 7, 9, 10), ('replace', 8, 10, 11, 14)]","[(('bje', 'neutral'), 2), (('jek', 'german-dominant'), 1), (('ekt', 'german-dominant'), 1), (('ktd', 'german-dominant'), 1), (('tdi', 'german-dominant'), 2), (('dia', 'neutral'), 2), (('iag', 'neutral'), 1), (('agr', 'english-dominant'), 1), (('gra', 'neutral'), 1)]"
horstrultive Sdhntte,Konstruktive Schritte,"[('replace', 0, 1, 0, 1), ('replace', 2, 3, 2, 3), ('replace', 7, 8, 7, 8), ('replace', 14, 15, 14, 15), ('replace', 16, 17, 16, 18)]","[(('ons', 'neutral'), 1), (('nst', 'neutral'), 1), (('ruk', 'german-dominant'), 1), (('ukt', 'german-dominant'), 1), (('kti', 'german-dominant'), 1), (('chr', 'german-dominant'), 2), (('hri', 'german-dominant'), 1), (('rit', 'neutral'), 1)]"
"""-Anossung an indeviduble Nachtrase durch flexiblere",- Anpassung an individuelle Nachfrage durch flexiblere,"[('delete', 0, 1, 0, 0), ('insert', 2, 2, 1, 2), ('replace', 4, 5, 4, 6), ('replace', 17, 18, 18, 19), ('replace', 22, 23, 23, 25), ('replace', 30, 31, 32, 33), ('replace', 33, 34, 35, 36)]","[(('npa', 'neutral'), 1), (('pas', 'neutral'), 1), (('ind', 'neutral'), 1), (('ndi', 'neutral'), 1), (('div', 'neutral'), 1), (('idu', 'german-dominant'), 1), (('due', 'neutral'), 1), (('uel', 'neutral'), 1), (('ach', 'german-dominant'), 1), (('chf', 'neutral'), 1), (('hfr', 'neutral'), 1), (('fra', 'neutral'), 1), (('rag', 'neutral'), 1)]"
H ellenratie a Ferhantineat TTDTTDDet,- Demokratie nach Abraham Lincoln,"[('replace', 0, 1, 0, 1), ('insert', 2, 2, 2, 3), ('replace', 3, 7, 4, 7), ('insert', 13, 13, 13, 14), ('insert', 14, 14, 15, 17), ('replace', 15, 17, 18, 20), ('insert', 18, 18, 21, 22), ('replace', 20, 22, 24, 27), ('replace', 24, 37, 29, 33)]","[(('emo', 'neutral'), 1), (('mok', 'neutral'), 1), (('okr', 'german-dominant'), 1), (('kra', 'german-dominant'), 1), (('nac', 'german-dominant'), 2), (('ach', 'german-dominant'), 1), (('bra', 'neutral'), 1), (('rah', 'german-dominant'), 1), (('aha', 'english-dominant'), 1), (('ham', 'english-dominant'), 1), (('inc', 'english-dominant'), 1), (('nco', 'english-dominant'), 1), (('col', 'english-dominant'), 1), (('oln', 'neutral'), 1)]"
sich selber velunstatlet und sulh selber I,sich selber verunstaltet und sich selber,"[('replace', 14, 15, 14, 15), ('insert', 20, 20, 20, 21), ('delete', 21, 22, 22, 22), ('replace', 30, 32, 30, 32), ('delete', 40, 42, 40, 40)]","[(('ver', 'neutral'), 1), (('eru', 'german-dominant'), 1), (('run', 'german-dominant'), 1), (('tal', 'neutral'), 1), (('alt', 'neutral'), 2), (('lte', 'german-dominant'), 1), (('tet', 'german-dominant'), 1), (('sic', 'german-dominant'), 1), (('ich', 'german-dominant'), 1)]"
hefsmittel,Hilfsmittel,"[('replace', 0, 2, 0, 3)]","[(('ilf', 'german-dominant'), 1)]"
